k,start,end
2,2020-02-22,2020-02-28
2,2020-02-29,2020-03-06
2,2020-03-14,2020-03-20
2,2020-04-11,2020-04-17
3,2020-02-01,2020-02-07
3,2020-03-07,2020-03-13
3,2020-03-14,2020-03-20
3,2021-07-27,2021-07-30
4,2020-02-08,2020-02-14
4,2020-02-29,2020-03-06
4,2020-03-14,2020-03-20
4,2020-08-15,2020-08-21
4,2021-01-23,2021-01-29
4,2021-03-29,2021-04-01
5,2020-03-28,2020-04-03
6,2020-03-21,2020-03-27
6,2020-11-28,2020-12-04
6,2021-01-09,2021-01-15
6,2021-04-24,2021-04-30
6,2021-07-10,2021-07-15
7,2020-02-01,2020-02-07
7,2020-03-21,2020-03-27
7,2021-07-10,2021-07-15
8,2020-02-29,2020-03-06
8,2020-03-07,2020-03-13
8,2020-03-14,2020-03-20
8,2020-03-21,2020-03-27
8,2020-04-11,2020-04-17
8,2020-07-18,2020-07-24
8,2021-04-24,2021-04-30
8,2021-07-10,2021-07-15
8,2021-07-27,2021-07-30
9,2020-02-22,2020-02-28
9,2020-02-29,2020-03-06
9,2020-03-07,2020-03-13
9,2020-03-21,2020-03-27
9,2020-04-04,2020-04-10
9,2020-12-12,2020-12-18
9,2021-01-30,2021-02-05
9,2021-07-10,2021-07-15
9,2021-07-27,2021-07-30
10,2020-02-15,2020-02-21
10,2020-03-07,2020-03-13
10,2020-11-14,2020-11-20
10,2020-12-19,2020-12-23
11,2020-03-07,2020-03-13
12,2020-02-29,2020-03-06
12,2020-03-14,2020-03-20
12,2020-04-04,2020-04-10
13,2020-02-08,2020-02-14
13,2020-02-22,2020-02-28
13,2020-03-14,2020-03-20
13,2020-11-07,2020-11-13
13,2021-01-30,2021-02-05
14,2020-02-22,2020-02-28
14,2020-03-14,2020-03-20
14,2020-12-12,2020-12-18
14,2021-07-27,2021-07-30
15,2020-06-13,2020-06-19
15,2020-07-18,2020-07-24
15,2021-01-16,2021-01-22
15,2021-04-10,2021-04-14
15,2021-05-01,2021-05-07
15,2021-07-10,2021-07-15
16,2020-03-14,2020-03-20
16,2020-04-04,2020-04-10
16,2020-05-23,2020-05-29
16,2021-03-23,2021-03-26
17,2020-02-22,2020-02-28
17,2020-03-21,2020-03-27
17,2020-04-11,2020-04-17
17,2020-06-13,2020-06-19
17,2021-03-29,2021-04-01
17,2021-07-10,2021-07-15
18,2020-02-15,2020-02-21
18,2020-02-22,2020-02-28
18,2020-03-21,2020-03-27
18,2020-07-04,2020-07-10
18,2020-09-26,2020-10-02
18,2020-11-07,2020-11-13
18,2020-12-19,2020-12-23
18,2021-01-03,2021-01-08
18,2021-03-13,2021-03-19
18,2021-07-27,2021-07-30
19,2020-02-29,2020-03-06
19,2020-03-07,2020-03-13
19,2020-03-14,2020-03-20
19,2021-04-24,2021-04-30
19,2021-08-02,2021-08-05
