k,start,end
1,2020-02-08,2020-02-14
1,2020-03-14,2020-03-20
1,2020-03-28,2020-04-03
1,2021-07-10,2021-07-15
2,2020-02-01,2020-02-07
2,2020-02-22,2020-02-28
2,2020-02-29,2020-03-06
2,2020-03-14,2020-03-20
2,2020-03-21,2020-03-27
2,2020-04-11,2020-04-17
2,2020-05-02,2020-05-08
2,2020-07-18,2020-07-24
2,2020-08-22,2020-08-28
2,2020-08-29,2020-09-04
2,2020-09-05,2020-09-11
2,2020-11-07,2020-11-13
2,2020-11-14,2020-11-20
2,2021-01-23,2021-01-29
2,2021-04-24,2021-04-30
3,2020-02-01,2020-02-07
3,2020-03-07,2020-03-13
3,2020-03-14,2020-03-20
3,2020-03-21,2020-03-27
3,2021-01-23,2021-01-29
3,2021-07-10,2021-07-15
3,2021-07-27,2021-07-30
4,2020-02-08,2020-02-14
4,2020-02-29,2020-03-06
4,2020-03-07,2020-03-13
4,2020-03-14,2020-03-20
4,2020-04-11,2020-04-17
4,2020-06-27,2020-07-03
4,2020-08-15,2020-08-21
4,2021-01-23,2021-01-29
4,2021-03-13,2021-03-19
4,2021-03-29,2021-04-01
4,2021-04-24,2021-04-30
4,2021-05-01,2021-05-07
5,2020-02-01,2020-02-07
5,2020-02-15,2020-02-21
5,2020-02-22,2020-02-28
5,2020-03-07,2020-03-13
5,2020-03-28,2020-04-03
5,2020-04-04,2020-04-10
5,2020-06-20,2020-06-26
5,2020-06-27,2020-07-03
5,2020-08-29,2020-09-04
5,2020-12-26,2020-12-31
6,2020-02-29,2020-03-06
6,2020-03-21,2020-03-27
6,2020-10-10,2020-10-16
6,2020-11-07,2020-11-13
6,2020-11-28,2020-12-04
6,2020-12-05,2020-12-11
6,2020-12-26,2020-12-31
6,2021-01-09,2021-01-15
6,2021-04-24,2021-04-30
7,2020-02-01,2020-02-07
7,2020-02-08,2020-02-14
7,2020-02-29,2020-03-06
7,2020-03-14,2020-03-20
7,2020-06-13,2020-06-19
7,2020-07-18,2020-07-24
7,2020-07-25,2020-07-31
7,2020-08-15,2020-08-21
7,2021-01-09,2021-01-15
7,2021-01-16,2021-01-22
7,2021-01-23,2021-01-29
7,2021-07-10,2021-07-15
8,2020-02-01,2020-02-07
8,2020-02-29,2020-03-06
8,2020-03-07,2020-03-13
8,2020-03-14,2020-03-20
8,2020-03-21,2020-03-27
8,2020-04-11,2020-04-17
8,2020-07-18,2020-07-24
8,2021-04-24,2021-04-30
8,2021-07-10,2021-07-15
8,2021-07-27,2021-07-30
9,2020-02-01,2020-02-07
9,2020-02-22,2020-02-28
9,2020-02-29,2020-03-06
9,2020-03-07,2020-03-13
9,2020-03-14,2020-03-20
9,2020-03-21,2020-03-27
9,2020-04-04,2020-04-10
9,2020-04-11,2020-04-17
9,2020-06-13,2020-06-19
9,2020-07-18,2020-07-24
9,2020-12-12,2020-12-18
9,2021-01-30,2021-02-05
9,2021-05-17,2021-05-21
9,2021-07-10,2021-07-15
9,2021-07-27,2021-07-30
10,2020-02-15,2020-02-21
10,2020-02-29,2020-03-06
10,2020-03-07,2020-03-13
10,2020-03-14,2020-03-20
10,2020-06-20,2020-06-26
10,2020-07-18,2020-07-24
10,2020-11-14,2020-11-20
10,2020-12-19,2020-12-23
11,2020-02-08,2020-02-14
11,2020-03-07,2020-03-13
11,2020-03-14,2020-03-20
11,2021-04-18,2021-04-23
12,2020-02-29,2020-03-06
12,2020-03-14,2020-03-20
12,2020-03-21,2020-03-27
12,2020-04-04,2020-04-10
12,2020-06-13,2020-06-19
12,2020-07-18,2020-07-24
12,2021-08-02,2021-08-05
13,2020-02-08,2020-02-14
13,2020-02-22,2020-02-28
13,2020-03-07,2020-03-13
13,2020-03-14,2020-03-20
13,2020-03-21,2020-03-27
13,2020-07-18,2020-07-24
13,2020-11-07,2020-11-13
13,2020-12-05,2020-12-11
