"","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-12-01"
"1","caso","caso","morte","caso","morte","caso","caso","caso","caso","caso","caso","caso","total","morte","morte","caso","caso","caso","caso","caso","morte","morte","morte","morte","caso","caso","caso","caso","morte","caso","morte","caso","caso","caso","caso","caso","morte","caso","morte","caso","caso","morte","morte","morte","caso","caso","morte","caso","morte","morte","morte","morte","morte","morte","morte","morte","morte","caso","morte","morte","caso","caso","morte","morte","morte","morte","morte","morte","morte","morte","morte","morte","morte","morte","morte","morte","óbitos","caso","morte","habitante"
"2","morte","morte","caso","morte","caso","morte","morte","morte","morte","morte","morte","morte","caso","caso","caso","morte","morte","morte","últimas","morte","caso","óbitos","caso","caso","morte","morte","registar","últimas","hora","total","caso","mais","hora","registar","morte","registar","total","morte","caso","morte","óbitos","registar","caso","caso","morte","morte","caso","morte","caso","caso","caso","caso","caso","caso","caso","caso","total","morte","caso","caso","morte","morte","caso","últimas","caso","caso","caso","caso","caso","caso","caso","caso","registar","caso","caso","caso","caso","morte","caso","diários"
"3","pessoa","número","número","número","número","últimas","morto","hora","total","total","hora","total","hora","total","total","total","mais","últimas","morto","total","registar","caso","infecções","hora","mais","hora","últimas","morte","últimas","hora","últimas","morte","novo","morte","registar","total","caso","óbitos","país","registar","registar","últimas","registar","registar","milhões","óbitos","óbitos","registar","registar","registar","hora","óbitos","registar","registar","registar","registar","caso","registar","registar","registar","registar","últimas","últimas","hora","registar","hora","registar","últimas","milhões","desde","registar","registar","caso","total","óbitos","registar","morte","áfrica","óbitos","caso"
"4","número","confirmado","mais","últimas","total","total","últimas","número","últimas","últimas","últimas","morto","últimas","últimas","últimas","número","últimas","registar","morte","hora","últimas","mais","óbitos","morto","morto","últimas","morte","registar","caso","registar","total","hora","registar","hora","últimas","morte","óbitos","total","últimas","total","morte","desde","óbitos","óbitos","registar","morto","registar","últimas","óbitos","morto","mais","registar","óbitos","desde","óbitos","últimas","registar","últimas","hora","total","últimas","registar","milhões","caso","milhões","últimas","total","total","total","últimas","habitante","milhões","total","registar","registar","óbitos","registar","infecção","registar","milhão"
"5","registar","pessoa","registar","pessoa","últimas","hora","total","registar","hora","número","registar","registar","morte","hora","mais","mais","número","desde","total","últimas","infecções","hora","hora","óbitos","últimas","morto","mais","óbitos","total","últimas","hora","desde","total","novo","infecções","país","hora","registar","óbitos","últimas","total","óbitos","total","mais","mais","mais","hora","desde","país","hora","registar","total","hora","total","hora","milhões","últimas","óbitos","óbitos","número","óbitos","hora","hora","óbitos","últimas","total","óbitos","óbitos","desde","total","infecções","infecções","desde","hora","desde","mais","mais","total","desde","registar"
"6","mais","mais","últimas","mais","registar","número","registar","últimas","registar","hora","total","últimas","morto","registar","desde","registar","confirmado","total","hora","número","mais","morto","registar","mais","registar","registar","morto","total","registar","morte","registar","registar","morte","infecções","mais","óbitos","últimas","novo","hora","hora","últimas","caso","mais","desde","óbitos","registar","total","número","hora","óbitos","óbitos","desde","últimas","óbitos","últimas","hora","milhões","início","total","óbitos","morto","óbitos","total","milhões","óbitos","registar","milhões","registar","registar","habitante","óbitos","desde","óbitos","óbitos","pandemia","total","pandemia","óbitos","associado","total"
"7","confirmado","registar","pessoa","confirmado","hora","registar","hora","óbitos","número","registar","desde","desde","mais","mais","registar","últimas","total","infecções","registar","registar","total","infecções","mais","número","total","infecções","hora","número","óbitos","número","mais","número","últimas","óbitos","país","desde","mais","hora","mais","desde","infecções","infecções","novo","infecções","últimas","últimas","mais","hora","morto","total","infecções","últimas","desde","contabilizar","desde","total","hora","total","últimas","últimas","hora","total","registar","registar","total","infecções","áfrica","milhões","últimas","média","últimas","óbitos","hora","infecções","mais","desde","hora","registar","infecções","média"
"8","país","morto","hora","total","mais","óbitos","número","total","mais","elevar","confirmado","hora","registar","óbitos","hora","desde","hora","mais","mais","mais","hora","últimas","contabilizar","total","registado","total","óbitos","hora","mais","mais","desde","novo","país","desde","total","hora","infecções","mais","registar","país","desde","número","número","últimas","total","hora","infecção","infecções","desde","desde","unido","mais","total","infecções","infecções","desde","dado","número","desde","milhões","número","milhões","óbitos","infecções","hora","desde","desde","hora","óbitos","óbitos","hora","habitante","últimas","últimas","associado","pandemia","total","divulgado","descer","número"
"9","novo","país","total","registar","confirmado","mais","mais","confirmado","mil","mais","número","óbitos","desde","número","início","áfrica","registar","estado","número","elevar","áfrica","infectado","últimas","registado","hora","mais","áfrica","desde","desde","desde","óbitos","últimas","infecções","total","óbitos","últimas","desde","país","total","número","mais","hora","desde","total","país","país","últimas","óbitos","total","mais","número","infecções","mais","hora","novo","óbitos","desde","hora","início","desde","total","desde","desde","desde","desde","óbitos","hora","desde","mundo","registar","desde","segundar","número","pandemia","milhões","hora","portugal","doença","mais","mais"
"10","há","infecção","novo","novo","vítimas","morrer","óbitos","mais","infecção","infecção","infecção","vítimas","óbitos","desde","número","morto","mil","hora","infecções","estado","novo","número","país","últimas","infecções","número","total","mais","número","infecções","número","total","mais","últimas","número","mais","país","número","contabilizar","óbitos","número","total","pandemia","número","novo","total","número","total","últimas","infecções","novo","hora","infecções","últimas","total","início","início","desde","milhões","hora","desde","país","infecções","total","registado","milhões","infecções","novo","intensivo","brasil","novo","registado","pandemia","número","novo","mundo","brasil","associado","infecção","morte"
