k,start,end
8,2021-04-24,2021-04-30
8,2021-05-17,2021-05-21
8,2021-07-10,2021-07-15
9,2020-02-01,2020-02-07
9,2020-02-29,2020-03-06
9,2020-03-07,2020-03-13
9,2020-03-21,2020-03-27
9,2020-04-11,2020-04-17
9,2020-06-20,2020-06-26
9,2020-06-27,2020-07-03
9,2020-07-18,2020-07-24
9,2020-12-12,2020-12-18
9,2020-12-19,2020-12-23
9,2021-01-16,2021-01-22
9,2021-01-23,2021-01-29
10,2020-02-01,2020-02-07
10,2020-02-22,2020-02-28
10,2020-02-29,2020-03-06
10,2020-03-07,2020-03-13
10,2020-03-21,2020-03-27
10,2020-04-04,2020-04-10
10,2020-04-11,2020-04-17
10,2020-05-09,2020-05-15
10,2020-05-30,2020-06-05
10,2020-06-13,2020-06-19
10,2020-06-20,2020-06-26
10,2020-07-18,2020-07-24
10,2020-08-22,2020-08-28
10,2020-11-28,2020-12-04
10,2020-12-05,2020-12-11
10,2020-12-26,2020-12-31
10,2021-01-09,2021-01-15
10,2021-01-16,2021-01-22
10,2021-01-23,2021-01-29
10,2021-01-30,2021-02-05
10,2021-02-06,2021-02-12
10,2021-03-23,2021-03-26
10,2021-03-29,2021-04-01
10,2021-04-24,2021-04-30
10,2021-06-14,2021-06-18
10,2021-07-10,2021-07-15
10,2021-07-27,2021-07-30
11,2020-02-01,2020-02-07
11,2020-02-08,2020-02-14
11,2020-02-22,2020-02-28
11,2020-03-07,2020-03-13
11,2020-03-14,2020-03-20
11,2020-03-21,2020-03-27
11,2020-06-27,2020-07-03
11,2020-07-25,2020-07-31
11,2020-08-22,2020-08-28
11,2020-12-26,2020-12-31
11,2021-01-03,2021-01-08
12,2020-02-08,2020-02-14
12,2020-02-22,2020-02-28
12,2020-03-07,2020-03-13
12,2020-03-21,2020-03-27
12,2020-03-28,2020-04-03
12,2020-04-04,2020-04-10
12,2020-04-11,2020-04-17
12,2020-06-27,2020-07-03
12,2020-10-10,2020-10-16
12,2020-11-07,2020-11-13
12,2020-11-14,2020-11-20
12,2020-11-21,2020-11-27
12,2020-12-12,2020-12-18
12,2021-01-23,2021-01-29
12,2021-02-06,2021-02-12
12,2021-03-23,2021-03-26
12,2021-04-10,2021-04-14
12,2021-05-01,2021-05-07
12,2021-05-10,2021-05-14
12,2021-07-10,2021-07-15
12,2021-08-02,2021-08-05
13,2020-02-01,2020-02-07
13,2020-02-08,2020-02-14
13,2020-02-15,2020-02-21
13,2020-02-29,2020-03-06
13,2020-03-14,2020-03-20
13,2020-03-21,2020-03-27
13,2020-03-28,2020-04-03
13,2020-04-04,2020-04-10
13,2020-05-02,2020-05-08
13,2020-05-09,2020-05-15
13,2020-05-30,2020-06-05
13,2020-08-22,2020-08-28
13,2020-09-05,2020-09-11
13,2020-09-26,2020-10-02
13,2020-10-10,2020-10-16
13,2020-10-17,2020-10-23
13,2020-11-07,2020-11-13
13,2020-11-21,2020-11-27
13,2020-12-05,2020-12-11
13,2020-12-12,2020-12-18
13,2021-01-30,2021-02-05
13,2021-07-10,2021-07-15
14,2020-02-29,2020-03-06
14,2020-03-07,2020-03-13
14,2020-03-14,2020-03-20
14,2020-03-21,2020-03-27
14,2020-03-28,2020-04-03
14,2020-04-04,2020-04-10
14,2020-06-13,2020-06-19
14,2020-06-20,2020-06-26
14,2020-08-15,2020-08-21
14,2020-11-21,2020-11-27
14,2020-12-12,2020-12-18
14,2021-01-03,2021-01-08
14,2021-03-13,2021-03-19
14,2021-05-01,2021-05-07
14,2021-07-10,2021-07-15
14,2021-07-27,2021-07-30
15,2020-02-08,2020-02-14
15,2020-02-22,2020-02-28
15,2020-03-07,2020-03-13
15,2020-03-14,2020-03-20
15,2020-04-04,2020-04-10
15,2021-07-10,2021-07-15
15,2021-08-02,2021-08-05
