k,start,end
1,2020-02-15,2020-02-21
1,2020-02-29,2020-03-06
1,2020-03-14,2020-03-20
1,2020-11-28,2020-12-04
1,2021-01-09,2021-01-15
1,2021-01-16,2021-01-22
1,2021-01-23,2021-01-29
1,2021-01-30,2021-02-05
1,2021-04-24,2021-04-30
2,2020-02-01,2020-02-07
2,2020-02-08,2020-02-14
2,2020-02-29,2020-03-06
2,2020-03-07,2020-03-13
2,2020-03-21,2020-03-27
2,2020-04-04,2020-04-10
2,2020-07-18,2020-07-24
2,2021-08-02,2021-08-05
3,2020-02-01,2020-02-07
3,2020-02-22,2020-02-28
3,2020-03-07,2020-03-13
3,2020-03-14,2020-03-20
3,2020-09-26,2020-10-02
3,2020-12-19,2020-12-23
3,2021-04-24,2021-04-30
4,2020-02-08,2020-02-14
4,2020-02-22,2020-02-28
4,2020-03-07,2020-03-13
4,2020-03-14,2020-03-20
4,2020-06-13,2020-06-19
4,2020-06-20,2020-06-26
4,2020-08-29,2020-09-04
4,2020-12-19,2020-12-23
4,2021-01-23,2021-01-29
4,2021-01-30,2021-02-05
4,2021-02-06,2021-02-12
4,2021-07-27,2021-07-30
5,2020-02-29,2020-03-06
5,2020-03-07,2020-03-13
5,2020-03-14,2020-03-20
5,2020-03-21,2020-03-27
5,2020-04-04,2020-04-10
5,2020-06-07,2020-06-12
5,2020-06-27,2020-07-03
5,2020-07-04,2020-07-10
5,2020-09-26,2020-10-02
5,2021-04-24,2021-04-30
5,2021-05-17,2021-05-21
6,2020-02-22,2020-02-28
6,2020-03-07,2020-03-13
6,2020-03-14,2020-03-20
6,2020-07-25,2020-07-31
6,2020-08-15,2020-08-21
6,2020-10-10,2020-10-16
6,2021-01-03,2021-01-08
6,2021-04-18,2021-04-23
6,2021-07-27,2021-07-30
7,2020-02-29,2020-03-06
7,2020-03-07,2020-03-13
7,2020-03-21,2020-03-27
7,2020-04-04,2020-04-10
7,2020-04-11,2020-04-17
7,2020-04-25,2020-05-01
7,2020-06-13,2020-06-19
7,2020-07-25,2020-07-31
7,2020-12-12,2020-12-18
7,2021-07-27,2021-07-30
8,2020-02-15,2020-02-21
8,2020-02-22,2020-02-28
8,2020-03-21,2020-03-27
8,2020-04-11,2020-04-17
8,2020-05-02,2020-05-08
8,2020-05-16,2020-05-22
8,2020-06-20,2020-06-26
8,2020-07-25,2020-07-31
8,2020-08-29,2020-09-04
8,2020-09-05,2020-09-11
8,2020-10-10,2020-10-16
8,2020-11-07,2020-11-13
8,2020-12-12,2020-12-18
8,2021-01-16,2021-01-22
8,2021-01-30,2021-02-05
8,2021-03-13,2021-03-19
9,2020-02-22,2020-02-28
9,2020-02-29,2020-03-06
9,2020-03-07,2020-03-13
9,2020-03-21,2020-03-27
9,2020-03-28,2020-04-03
9,2020-04-11,2020-04-17
9,2020-05-09,2020-05-15
9,2020-05-30,2020-06-05
9,2020-07-18,2020-07-24
9,2020-11-07,2020-11-13
9,2020-12-12,2020-12-18
9,2021-03-29,2021-04-01
9,2021-07-27,2021-07-30
10,2020-02-22,2020-02-28
10,2020-02-29,2020-03-06
10,2020-03-21,2020-03-27
10,2020-08-22,2020-08-28
10,2020-11-07,2020-11-13
10,2020-11-21,2020-11-27
10,2020-12-19,2020-12-23
10,2021-01-23,2021-01-29
10,2021-03-23,2021-03-26
11,2020-02-01,2020-02-07
11,2020-02-22,2020-02-28
11,2020-02-29,2020-03-06
11,2020-03-07,2020-03-13
11,2020-03-14,2020-03-20
11,2020-03-21,2020-03-27
11,2020-04-11,2020-04-17
11,2020-08-08,2020-08-14
11,2020-08-15,2020-08-21
11,2020-11-07,2020-11-13
12,2020-02-01,2020-02-07
12,2020-02-22,2020-02-28
12,2020-03-14,2020-03-20
12,2020-04-04,2020-04-10
12,2020-04-11,2020-04-17
12,2020-05-23,2020-05-29
12,2020-06-13,2020-06-19
12,2020-06-20,2020-06-26
12,2020-07-18,2020-07-24
12,2020-08-08,2020-08-14
12,2020-11-07,2020-11-13
12,2020-11-21,2020-11-27
12,2020-12-12,2020-12-18
12,2021-01-23,2021-01-29
12,2021-03-23,2021-03-26
12,2021-04-10,2021-04-14
12,2021-05-01,2021-05-07
13,2020-02-01,2020-02-07
13,2020-03-28,2020-04-03
13,2020-04-04,2020-04-10
13,2020-04-11,2020-04-17
13,2020-05-09,2020-05-15
13,2020-06-13,2020-06-19
13,2020-07-18,2020-07-24
13,2020-08-08,2020-08-14
13,2020-08-22,2020-08-28
13,2020-08-29,2020-09-04
13,2020-09-05,2020-09-11
13,2020-11-07,2020-11-13
13,2020-11-28,2020-12-04
13,2020-12-12,2020-12-18
13,2021-01-23,2021-01-29
