k,start,end
1,2020-02-01,2020-02-07
1,2020-02-22,2020-02-28
1,2020-02-29,2020-03-06
1,2020-03-07,2020-03-13
1,2020-03-14,2020-03-20
1,2020-04-11,2020-04-17
1,2020-05-02,2020-05-08
1,2020-05-16,2020-05-22
1,2020-06-20,2020-06-26
1,2020-09-13,2020-09-18
1,2021-01-23,2021-01-29
1,2021-07-10,2021-07-15
2,2020-02-22,2020-02-28
2,2020-02-29,2020-03-06
2,2020-03-14,2020-03-20
2,2020-06-27,2020-07-03
2,2020-07-18,2020-07-24
2,2020-12-26,2020-12-31
2,2021-01-03,2021-01-08
2,2021-03-02,2021-03-04
2,2021-07-27,2021-07-30
3,2020-02-01,2020-02-07
3,2020-02-22,2020-02-28
3,2020-03-14,2020-03-20
3,2020-11-07,2020-11-13
3,2021-03-23,2021-03-26
3,2021-03-29,2021-04-01
3,2021-04-24,2021-04-30
3,2021-05-24,2021-05-28
4,2020-02-22,2020-02-28
4,2020-02-29,2020-03-06
4,2020-03-07,2020-03-13
4,2020-03-21,2020-03-27
4,2020-03-28,2020-04-03
4,2020-04-04,2020-04-10
4,2020-04-11,2020-04-17
4,2020-05-09,2020-05-15
4,2020-06-13,2020-06-19
4,2020-06-20,2020-06-26
4,2020-07-18,2020-07-24
4,2020-08-29,2020-09-04
4,2020-11-07,2020-11-13
4,2020-11-14,2020-11-20
4,2020-11-21,2020-11-27
4,2021-04-24,2021-04-30
5,2020-02-29,2020-03-06
5,2020-03-14,2020-03-20
5,2020-03-21,2020-03-27
5,2020-04-04,2020-04-10
5,2020-07-04,2020-07-10
5,2020-07-18,2020-07-24
5,2020-11-07,2020-11-13
6,2020-02-01,2020-02-07
6,2020-02-15,2020-02-21
6,2020-02-22,2020-02-28
6,2020-02-29,2020-03-06
6,2020-03-07,2020-03-13
6,2020-03-14,2020-03-20
6,2020-07-18,2020-07-24
6,2020-08-08,2020-08-14
6,2020-09-26,2020-10-02
6,2020-11-07,2020-11-13
6,2020-12-12,2020-12-18
6,2021-01-30,2021-02-05
7,2020-02-29,2020-03-06
7,2020-08-15,2020-08-21
7,2020-11-07,2020-11-13
7,2021-04-24,2021-04-30
7,2021-07-27,2021-07-30
8,2020-02-29,2020-03-06
8,2020-03-07,2020-03-13
8,2020-12-19,2020-12-23
8,2021-01-23,2021-01-29
8,2021-05-01,2021-05-07
9,2020-02-22,2020-02-28
9,2020-02-29,2020-03-06
9,2020-03-14,2020-03-20
9,2020-03-21,2020-03-27
9,2020-09-21,2020-09-25
9,2020-12-12,2020-12-18
9,2021-01-23,2021-01-29
9,2021-07-27,2021-07-30
10,2020-02-15,2020-02-21
10,2020-03-07,2020-03-13
10,2020-03-21,2020-03-27
10,2020-07-18,2020-07-24
10,2020-07-25,2020-07-31
10,2020-08-15,2020-08-21
10,2020-12-12,2020-12-18
10,2021-01-16,2021-01-22
10,2021-01-30,2021-02-05
11,2020-02-01,2020-02-07
11,2020-03-07,2020-03-13
11,2020-03-14,2020-03-20
11,2020-07-18,2020-07-24
11,2021-04-18,2021-04-23
12,2020-02-01,2020-02-07
12,2020-02-22,2020-02-28
12,2020-03-07,2020-03-13
12,2020-03-28,2020-04-03
12,2020-04-04,2020-04-10
12,2020-06-20,2020-06-26
12,2020-07-18,2020-07-24
12,2020-08-29,2020-09-04
12,2020-10-10,2020-10-16
12,2020-11-21,2020-11-27
12,2020-12-12,2020-12-18
13,2020-02-01,2020-02-07
13,2020-02-08,2020-02-14
13,2020-02-29,2020-03-06
13,2020-03-28,2020-04-03
13,2020-04-18,2020-04-24
13,2020-05-30,2020-06-05
13,2020-06-13,2020-06-19
13,2020-06-20,2020-06-26
13,2020-10-10,2020-10-16
13,2020-11-28,2020-12-04
13,2020-12-05,2020-12-11
13,2020-12-19,2020-12-23
13,2020-12-26,2020-12-31
13,2021-01-09,2021-01-15
13,2021-01-16,2021-01-22
13,2021-01-23,2021-01-29
13,2021-07-27,2021-07-30
14,2020-02-22,2020-02-28
14,2020-03-07,2020-03-13
14,2020-04-04,2020-04-10
14,2020-07-25,2020-07-31
14,2020-11-07,2020-11-13
14,2020-12-19,2020-12-23
14,2021-03-23,2021-03-26
14,2021-05-01,2021-05-07
15,2020-02-15,2020-02-21
15,2020-02-22,2020-02-28
15,2020-03-21,2020-03-27
15,2020-03-28,2020-04-03
15,2020-04-11,2020-04-17
15,2020-05-30,2020-06-05
15,2020-07-18,2020-07-24
15,2020-08-08,2020-08-14
15,2020-08-22,2020-08-28
15,2020-08-29,2020-09-04
15,2020-09-05,2020-09-11
15,2020-11-07,2020-11-13
15,2020-11-28,2020-12-04
15,2021-01-23,2021-01-29
15,2021-02-06,2021-02-12
15,2021-04-10,2021-04-14
15,2021-05-01,2021-05-07
16,2020-02-01,2020-02-07
16,2020-03-07,2020-03-13
16,2020-03-14,2020-03-20
16,2020-03-21,2020-03-27
16,2020-09-13,2020-09-18
16,2020-09-26,2020-10-02
16,2020-11-07,2020-11-13
16,2021-07-27,2021-07-30
17,2020-02-01,2020-02-07
17,2020-02-22,2020-02-28
17,2020-03-14,2020-03-20
17,2020-04-04,2020-04-10
17,2020-05-23,2020-05-29
17,2020-08-15,2020-08-21
17,2020-10-10,2020-10-16
17,2020-11-28,2020-12-04
17,2021-01-03,2021-01-08
17,2021-03-13,2021-03-19
17,2021-07-27,2021-07-30
