"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"1","emergency","li","li","xi","president","trump","european","johnson","uk","uk","johnson","uk","uk","uk","uk","johnson","uk","cummings","uk","uk","rally","trump","trump","trump","trump","white","house","house","trump","fund","republican","loan","republican","billion","flight","airline","industry","quarter","airline","release","korea","mink","mink","hong","hong","hong","dos","vaccine","dos","dos","dos","dos","dos","dos","dos","vaccine","supply","johnson","johnson","million","trial","us","south","johnson","clot","johnson","vaccine","vaccine","vaccine","child","child","child","national","psaki","us","risk","johnson","dose","booster"
"2","health","xi","xi","tedros","response","vaccine","trump","uk","johnson","johnson","prime","johnson","prime","johnson","johnson","uk","symptom","johnson","shield","minister","tulsa","rally","penny","president","white","republican","republican","trump","action","house","convention","republican","bill","gate","year","furlough","job","year","company","judge","south","farm","farm","kong","kong","kong","shipment","dos","vaccine","vaccine","vaccine","vaccine","vaccine","administer","vaccine","dos","pharmacy","supply","dos","dos","efficacy","moderna","korea","clot","johnson","cdc","pfizer","age","dr","fauci","fauci","dr","good","schedule","expert","disease","syndrome","dos","dose"
"3","xi","medium","ghebreyesus","ghebreyesus","vaccine","president","world","boris","prime","prime","minister","prime","secretary","british","pledge","boris","list","lockdown","secretary","secretary","campaign","white","president","white","house","trump","unemployment","democrat","house","trump","house","house","vote","flight","airline","employee","airline","takayama","year","detainee","order","human","danish","bubble","case","airline","receive","receive","vaccination","million","pharmacy","administer","administer","vaccine","million","million","dos","dos","administration","biden","dsmb","service","kdca","blood","blood","clot","fda","use","fda","dr","dr","food","meet","help","virus","vaccine","fda","receive","uk"
"4","official","wenliang","wenliang","expert","tedros","penny","tedros","minister","nhs","hancock","boris","nhs","government","hancock","boris","minister","johnson","durham","lockdown","government","trump","president","wear","house","president","senate","senate","pelosi","executive","senate","bill","senate","stimulus","stimulus","estate","poll","airport","air","cathay","air","san","cull","denmark","desantis","city","flight","vaccine","vaccination","administer","distribute","administer","supply","million","pharmacy","administer","administer","million","partnership","white","white","astrazeneca","vaccine","anthony","pause","rare","blood","bourla","child","emergent","age","director","authorization","dr","vaccinate","vaccine","dose","risk","age","dos"
"5","outbreak","crisis","party","control","penny","uk","uk","london","minister","minister","uk","minister","johnson","minister","british","prime","british","boris","london","prime","oklahoma","house","mask","republican","mcenany","house","trump","white","benefit","bill","meadow","fund","senate","bill","grant","american","china","airline","hong","order","statement","denmark","korea","case","chuang","lam","state","frontline","distribute","administer","distribute","lot","supply","million","receive","site","site","production","biden","shot","datum","immunity","allergy","rare","vaccine","fda","age","recommend","drug","director","institute","drug","visitor","vaccine","mrna","pfizer","janssen","vaccine","september"
"6","public","lis","team","president","mike","trial","country","government","merkel","boris","intensive","hospital","minister","secretary","million","address","trace","dominic","johnson","quarantine","president","campaign","rally","convention","discredit","billion","stimulus","senate","democrat","postal","trump","proposal","deal","trillion","crown","company","oust","loss","student","cut","korean","mutation","healthy","launch","authority","december","first","care","vaccinate","vaccination","rollout","age","dose","supply","vaccination","federal","program","vaccine","house","office","disease","trial","bangladesh","six","cdc","recommend","use","immunization","group","young","email","disease","park","dr","every","booster","guillainbarré","efficacy","shot"
"7","government","organization","organization","chinese","trump","effort","ambassador","prime","hancock","nhs","british","easter","european","prime","prime","uks","smell","minister","outside","press","attend","penny","campaign","event","press","proposal","mcconnell","meadow","federal","vote","pelosi","ppp","mcconnell","pelosi","way","pandemic","pandemic","along","air","ice","government","order","human","singapore","trace","city","vial","desantis","million","vaccinate","vaccinate","vaccination","slavitt","cdc","supply","supply","white","announce","rich","administration","dialysis","shot","fauci","vaccine","pause","vaccine","authorize","teen","use","committee","vaccine","vaccine","tell","even","moderna","may","vaccine","first","germany"
"8","organization","anger","president","response","xi","warn","foundation","european","government","government","street","hancock","conte","boris","government","london","loss","london","minister","scientific","wear","tulsa","white","penny","administration","fund","bill","stimulus","white","democrat","fund","democrat","democrat","proposal","gate","industry","oil","march","kong","criminal","court","danish","virus","kongs","december","passenger","arrive","first","pharmacy","rollout","speed","worker","population","state","vaccinate","distribution","federal","facility","million","end","concern","participant","infectious","case","recommend","rare","authorization","yearolds","child","experience","allergy","authorize","fauci","us","nearly","company","gbs","million","call"
"9","concern","censorship","crisis","praise","team","european","directorgeneral","country","tube","rule","raab","pope","hancock","uks","uks","level","government","wife","sky","british","mask","oklahoma","vice","mask","relationship","money","proposal","side","unemployment","stimulus","talk","rend","pelosi","country","income","congress","price","enter","reduce","plan","vote","strain","lamont","locally","desantis","positive","hospital","distribute","dose","slow","warp","phase","vial","vaccination","clinic","state","slavitt","million","facility","infrastructure","million","institute","tuesday","recommend","committee","pause","johnson","advisory","young","vaccine","use","prevention","get","meet","will","study","report","month","vaccine"
"10","meet","social","chinese","adhanom","organization","expert","ghebreyesus","measure","boris","canadian","queen","british","meeting","canada","minister","ireland","uks","prime","hancock","advice","saturday","mask","house","task","fauci","mnuchin","white","negotiation","mnuchin","white","democrat","pay","small","oxfam","sovereign","worker","ignore","resort","particle","fear","protocol","variant","cull","transmit","modi","fly","pfizer","pfizer","receive","federal","operation","reserve","state","receive","federal","vaccination","vaccine","white","merck","next","release","fauci","wave","center","advisory","food","child","cdcs","age","study","offit","adviser","variant","get","vaccinate","follow","follow","south","receive"
